SCORES_TXT_BEGIN_0 0 100 9 BLEU
65 132 28 131 10 130 4 129 105 
65 131 31 130 12 129 4 128 105 
65 131 27 130 10 129 4 128 105 
65 130 30 129 12 128 4 127 105 
67 132 30 131 12 130 5 129 105 
67 131 33 130 14 129 5 128 105 
65 131 31 130 12 129 4 128 105 
66 133 27 132 10 131 4 130 105 
67 131 29 130 12 129 5 128 105 
65 132 29 131 11 130 4 129 105 
66 132 30 131 12 130 4 129 105 
67 130 32 129 14 128 5 127 105 
65 131 28 130 10 129 5 128 105 
66 134 28 133 10 132 4 131 105 
65 131 32 130 13 129 4 128 105 
64 130 28 129 10 128 4 127 105 
64 130 31 129 12 128 5 127 105 
66 133 31 132 12 131 4 130 105 
65 130 30 129 12 128 4 127 105 
66 132 26 131 10 130 4 129 105 
64 129 31 128 12 127 4 126 105 
65 131 28 130 11 129 4 128 105 
66 131 29 130 12 129 4 128 105 
65 130 28 129 10 128 5 127 105 
65 130 29 129 10 128 3 127 105 
67 131 33 130 14 129 5 128 105 
66 133 27 132 10 131 4 130 105 
69 140 35 139 13 138 5 137 105 
65 130 31 129 13 128 4 127 105 
68 133 29 132 12 131 5 130 105 
64 129 27 128 10 127 4 126 105 
65 129 31 128 12 127 5 126 105 
67 132 31 131 13 130 5 129 105 
66 132 30 131 12 130 4 129 105 
66 129 28 128 10 127 4 126 105 
68 139 36 138 14 137 5 136 105 
67 133 32 132 12 131 5 130 105 
68 132 32 131 14 130 5 129 105 
67 131 30 130 12 129 6 128 105 
66 128 28 127 10 126 4 125 105 
64 128 30 127 12 126 4 125 105 
68 134 30 133 12 132 5 131 105 
67 131 34 130 15 129 5 128 105 
65 134 27 133 8 132 1 131 105 
65 128 31 127 12 126 4 125 105 
69 139 37 138 16 137 8 136 105 
67 132 35 131 14 130 5 129 105 
66 130 30 129 12 128 5 127 105 
66 130 33 129 14 128 6 127 105 
65 127 31 126 12 125 4 124 105 
64 129 28 128 10 127 3 126 105 
68 133 33 132 14 131 5 130 105 
66 132 30 131 12 130 4 129 105 
67 130 32 129 14 128 5 127 105 
69 139 35 138 13 137 5 136 105 
70 138 40 137 18 136 8 135 105 
68 132 28 131 12 130 5 129 105 
66 129 33 128 14 127 5 126 105 
65 132 28 131 11 130 4 129 105 
65 131 32 130 13 129 4 128 105 
66 133 28 132 11 131 4 130 105 
67 131 30 130 13 129 5 128 105 
65 128 27 127 10 126 4 125 105 
64 130 31 129 12 128 5 127 105 
69 138 36 137 14 136 5 135 105 
70 144 34 143 15 142 8 141 105 
67 132 32 131 12 130 5 129 105 
68 131 31 130 14 129 5 128 105 
66 132 27 131 10 130 5 129 105 
67 130 30 129 12 128 6 127 105 
66 127 27 126 10 125 4 124 105 
64 131 31 130 13 129 4 128 105 
66 133 31 132 12 131 4 130 105 
69 141 34 140 15 139 8 138 105 
67 130 31 129 12 128 4 127 105 
67 135 27 134 10 133 4 132 105 
68 133 29 132 12 131 5 130 105 
70 140 37 139 15 138 6 137 105 
66 132 31 131 13 130 4 129 105 
65 133 29 132 12 131 6 130 105 
67 130 33 129 15 128 5 127 105 
65 131 29 130 11 129 5 128 105 
64 129 31 128 12 127 4 126 105 
65 133 26 132 8 131 1 130 105 
65 127 30 126 12 125 4 124 105 
69 138 37 137 16 136 8 135 105 
69 143 35 142 16 141 8 140 105 
67 131 35 130 14 129 5 128 105 
65 131 27 130 10 129 4 128 105 
65 131 31 130 12 129 4 128 105 
66 129 29 128 12 127 5 126 105 
65 131 30 130 12 129 5 128 105 
67 129 33 128 14 127 6 126 105 
65 126 30 125 12 124 4 123 105 
66 134 29 133 11 132 4 131 105 
67 140 35 139 16 138 8 137 105 
65 134 28 133 10 132 4 131 105 
66 136 28 135 10 134 4 133 105 
67 134 30 133 12 132 4 131 105 
68 132 32 131 14 130 5 129 105 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
8 14 3 13 1 12 0 11 14 
10 15 4 14 1 13 0 12 14 
7 13 2 12 1 11 0 10 14 
9 14 3 13 1 12 0 11 14 
8 19 3 18 1 17 0 16 14 
8 13 3 12 1 11 0 10 14 
10 14 4 13 1 12 0 11 14 
10 21 3 20 1 19 0 18 14 
8 19 3 18 1 17 0 16 14 
9 16 3 15 1 14 0 13 14 
10 20 4 19 1 18 0 17 14 
10 17 4 16 1 15 0 14 14 
8 18 3 17 1 16 0 15 14 
7 12 2 11 1 10 0 9 14 
8 18 3 17 1 16 0 15 14 
9 19 3 18 1 17 0 16 14 
9 17 2 16 1 15 0 14 14 
10 20 4 19 1 18 0 17 14 
10 18 3 17 1 16 0 15 14 
10 20 3 19 1 18 0 17 14 
8 16 2 15 0 14 0 13 14 
8 18 3 17 1 16 0 15 14 
10 19 4 18 1 17 0 16 14 
7 13 2 12 1 11 0 10 14 
7 18 2 17 1 16 0 15 14 
8 13 3 12 1 11 0 10 14 
8 17 3 16 1 15 0 14 14 
10 14 4 13 1 12 0 11 14 
10 18 4 17 1 16 0 15 14 
8 19 2 18 1 17 0 16 14 
9 13 3 12 1 11 0 10 14 
10 16 4 15 1 14 0 13 14 
10 20 3 19 1 18 0 17 14 
8 18 2 17 1 16 0 15 14 
10 19 3 18 1 17 0 16 14 
8 17 3 16 1 15 0 14 14 
10 18 4 17 1 16 0 15 14 
7 13 1 12 0 11 0 10 14 
10 20 3 19 1 18 0 17 14 
9 21 3 20 1 19 0 18 14 
11 21 4 20 1 19 0 18 14 
7 12 2 11 1 10 0 9 14 
8 12 3 11 1 10 0 9 14 
9 15 3 14 1 13 0 12 14 
9 17 3 16 0 15 0 14 14 
10 16 4 15 1 14 0 13 14 
9 19 3 18 1 17 0 16 14 
11 20 4 19 1 18 0 17 14 
8 15 3 14 1 13 0 12 14 
10 16 4 15 1 14 0 13 14 
8 17 3 16 1 15 0 14 14 
8 17 3 16 1 15 0 14 14 
9 17 2 16 0 15 0 14 14 
7 17 2 16 1 15 0 14 14 
8 12 3 11 1 10 0 9 14 
10 21 3 20 1 19 0 18 14 
8 18 2 17 1 16 0 15 14 
7 18 1 17 0 16 0 15 14 
11 22 4 21 1 20 0 19 14 
7 17 2 16 1 15 0 14 14 
8 19 3 18 1 17 0 16 14 
9 18 3 17 0 16 0 15 14 
8 18 3 17 1 16 0 15 14 
8 16 3 15 1 14 0 13 14 
8 13 2 12 0 11 0 10 14 
8 17 2 16 1 15 0 14 14 
8 14 2 13 0 12 0 11 14 
8 17 3 16 1 15 0 14 14 
9 17 2 16 1 15 0 14 14 
8 19 3 18 1 17 0 16 14 
10 18 4 17 1 16 0 15 14 
10 19 3 18 1 17 0 16 14 
7 18 2 17 1 16 0 15 14 
8 15 3 14 1 13 0 12 14 
8 17 2 16 1 15 0 14 14 
7 17 3 16 1 15 0 14 14 
10 18 3 17 1 16 0 15 14 
8 22 3 21 1 20 0 19 14 
9 24 3 23 1 22 0 21 14 
9 18 4 17 1 16 0 15 14 
8 19 3 18 1 17 0 16 14 
8 17 2 16 0 15 0 14 14 
8 19 2 18 1 17 0 16 14 
10 22 3 21 1 20 0 19 14 
10 23 3 22 1 21 0 20 14 
11 23 4 22 1 21 0 20 14 
9 20 3 19 1 18 0 17 14 
9 20 3 19 1 18 0 17 14 
9 18 3 17 1 16 0 15 14 
9 17 4 16 1 15 0 14 14 
9 16 2 15 1 14 0 13 14 
9 16 3 15 1 14 0 13 14 
9 19 2 18 1 17 0 16 14 
10 19 4 18 1 17 0 16 14 
11 18 5 17 1 16 0 15 14 
7 16 2 15 1 14 0 13 14 
10 17 3 16 1 15 0 14 14 
10 17 4 16 1 15 0 14 14 
10 20 3 19 1 18 0 17 14 
8 14 3 13 1 12 0 11 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
21 43 9 42 5 41 2 40 42 
21 43 10 42 5 41 2 40 42 
21 47 8 46 4 45 1 44 42 
21 44 9 43 5 42 2 41 42 
21 48 9 47 5 46 2 45 42 
21 48 8 47 4 46 1 45 42 
21 44 10 43 5 42 2 41 42 
21 38 9 37 5 36 2 35 42 
21 46 8 45 4 44 1 43 42 
21 48 10 47 5 46 2 45 42 
